Token;POS;n
Kaffee;NN;16
kaufen;VVINF;16
Kraft;NN;16
laut;APPR;16
legen;VVINF;16
Lippen;NN;16
möglich;ADJD;16
Monat;NN;16
Mut;NN;16
Nägel;NN;16
neu;ADJD;16
nimmt;VVFIN;16
packte;VVFIN;16
peinlich;ADJD;16
pfiff;VVFIN;16
Polen;NN;16
roten;ADJA;16
sagen;VVFIN;16
schickte;VVFIN;16
Schwarzen;ADJA;16
Schweden;NE;16
Sperlinge;NN;16
Sprung;NN;16
spürte;VVFIN;16
Stille;NN;16
streichelte;VVFIN;16
teilweise;ADV;16
Ton;NN;16
trieb;VVFIN;16
vergessen;VVPP;16
Verhältnis;NN;16
vierzehn;CARD;16
Vorsicht;NN;16
Vorstellung;NN;16
Wahrscheinlich;ADJD;16
wenig;PIS;16
Wo;PWAV;16
Zeidlers;NE;16
Zu;APPR;16
Zwiebel;NN;16
allerlei;PIAT;15
Altstadt;NN;15
an;APZR;15
anfangs;ADV;15
besaß;VVFIN;15
beugte;VVFIN;15
Bis;APPR;15
brach;VVFIN;15
brachten;VVFIN;15
danach;PROAV;15
denken;VVINF;15
Dielen;NN;15
Dieses;PDAT;15
Drei;CARD;15
Dückerhoff;NE;15
durch;PTKVZ;15
erkannt;VVPP;15
erzählen;VVINF;15
folgte;VVFIN;15
Fragen;NN;15
Fünf;CARD;15
gehört;VVFIN;15
gelb;ADJD;15
Geschrei;NN;15
Gottfried;NE;15
Greffsche;NN;15
Gründen;NN;15
Halt;NN;15
Hauptbahnhof;NN;15
Hinter;APPR;15
Innere;NN;15
Juni;NN;15
Kasse;NN;15
Kater;NN;15
kurzen;ADJA;15
Lack;NN;15
Land;NN;15
Lärm;NN;15
Laubschad;NE;15
löste;VVFIN;15
Mai;NN;15
Mal;NN;15
Maß;NN;15
Mauer;NN;15
mögen;VMFIN;15
Morgen;NN;15
näher;ADJD;15
Narben;NN;15
natürlich;ADV;15
Natürlich;ADV;15
nochmals;ADV;15
Ob;KOUS;15
offenen;ADJA;15
Ordnung;NN;15
pflegte;VVFIN;15
polnische;ADJA;15
Polnische;ADJA;15
Prozeß;NN;15
Rennwand;NE;15
Rhythmus;NN;15
rieb;VVFIN;15
rutschte;VVFIN;15
Schatten;NN;15
Scherben;NN;15
schief;ADJD;15
Scholle;NN;15
schönen;ADJA;15
Schuhe;NN;15
schüttelte;VVFIN;15
Seitenaltar;NN;15
September;NN;15
sitzen;VVINF;15
Spollenhauer;NN;15
stehend;ADJD;15
stimmte;VVFIN;15
Straßenbahnen;NN;15
Stufe;NN;15
Tauben;NN;15
tief;ADJD;15
Tor;NN;15
Trommelstöcke;NN;15
verführen;VVINF;15
verriet;VVFIN;15
vielen;PIAT;15
vorher;ADV;15
warteten;VVFIN;15
Werkzeug;NN;15
Willen;NN;15
Zeigefinger;NN;15
zeigen;VVINF;15
Zeug;NN;15
zufrieden;ADJD;15
zugleich;ADV;15
Zwei;CARD;15
Alfred;NE;14
allein;ADV;14
allen;PIS;14
älteren;ADJA;14
Arzt;NN;14
Atem;NN;14
Befehl;NN;14
beginnen;VVINF;14
Begräbnis;NN;14
Beileid;NN;14
berichten;VVINF;14
bewußt;ADJD;14
blätterte;VVFIN;14
blaue;ADJA;14
Blutwurst;NN;14
Breite;NN;14
da;PTKVZ;14
Daumen;NN;14
dein;PPOSAT;14
Deshalb;PROAV;14
dicht;ADJD;14
Dienst;NN;14
Dieser;PDAT;14
draußen;ADV;14
Dreieck;NN;14
erhielt;VVFIN;14
Fieber;NN;14
findet;VVFIN;14
fleißig;ADJD;14
Flöte;NN;14
Freude;NN;14
Freundschaft;NN;14
Füße;NN;14
Galionsfigur;NN;14
Ganz;ADV;14
Geist;NN;14
genoß;VVFIN;14
gleichmäßig;ADJD;14
Gören;NN;14
grauen;ADJA;14
Greffschen;NN;14
Gregor;NE;14
Grunde;NN;14
heftig;ADJD;14
heiß;ADJD;14
Hindenburgallee;NN;14
Hoffnung;NN;14
Jesu;NE;14
Kartoffel;NN;14
Kater;NE;14
Kiste;NN;14
Kleider;NN;14
kleines;ADJA;14
klopfte;VVFIN;14
kroch;VVFIN;14
Kurz;ADJD;14
Länge;NN;14
laufen;VVINF;14
lebte;VVFIN;14
lesen;VVINF;14
Manchmal;ADV;14
Meer;NN;14
mehreren;PIAT;14
nacheinander;ADV;14
oftmals;ADV;14
Patienten;NN;14
Patronenhülse;NN;14
Pause;NN;14
Polens;NE;14
Portal;NN;14
rechtzeitig;ADJD;14
Ring;NN;14
rückwärts;ADV;14
sagten;VVFIN;14
Se;NN;14
Seele;NN;14
sitzend;ADJD;14
Spielzeug;NN;14
Sprache;NN;14
spricht;VVFIN;14
Stäuberbande;NN;14
Stuhl;NN;14
tausend;CARD;14
Taxi;NN;14
Tode;NN;14
Treppen;NN;14
Treppenhaus;NN;14
über;PTKVZ;14
Unter;APPR;14
Vanille;NN;14
versorgte;VVFIN;14
Viereck;NN;14
vorkommen;VVINF;14
Weiß;NN;14
weitere;ADJA;14
wenigen;PIAT;14
wolle;VMFIN;14
Wranka;NN;14
Zigaretten;NN;14
Zucker;NN;14
zurück;ADV;14
zwang;VVFIN;14
Zwischen;APPR;14
allerdings;ADV;13
Amen;NN;13
annehmen;VVINF;13
Aufnahme;NN;13
Axel;NE;13
bekamen;VVFIN;13
bewegte;VVFIN;13
Bewegungen;NN;13
bieten;VVINF;13
biß;VVFIN;13
Blechtrommeln;NN;13
bloß;ADV;13
Boden;NN;13
darin;PROAV;13
Dat;NN;13
eben;ADV;13
einzige;ADJA;13
erkennen;VVINF;13
erwartete;VVFIN;13
euch;PPER;13
Eugen;NE;13
Faust;NN;13
Fenstern;NN;13
Flößer;NN;13
Flugplatz;NN;13
Fotoalbum;NN;13
früher;ADJD;13
füllte;VVFIN;13
Geburt;NN;13
gehört;VVPP;13
geschenkt;VVPP;13
geschickt;ADJD;13
Geschmack;NN;13
guter;ADJA;13
halbe;ADJA;13
heißen;VVINF;13
helfen;VVINF;13
Heveliusplatz;NN;13
hinaus;APZR;13
hörten;VVFIN;13
Hose;NN;13
jedesmal;ADV;13
Jesusknaben;NN;13
junger;ADJA;13
Jünger;NN;13
Kaninchen;NN;13
kaufte;VVFIN;13
Knüppel;NN;13
komme;VVFIN;13
Köster;NE;13
krank;ADJD;13
Krieges;NN;13
liegend;ADJD;13
Luba;NE;13
meinen;VVFIN;13
merkte;VVFIN;13
Michon;NE;13
Milchglastür;NN;13
Mister;NE;13
Möglichkeiten;NN;13
nackt;ADJD;13
Neben;APPR;13
nennt;VVFIN;13
neues;ADJA;13
Nu;NE;13
Obergefreiter;NN;13
Orgie;NN;13
paar;PIAT;13
Ramkau;NE;13
regelmäßig;ADJD;13
Regen;NN;13
reichlich;ADJD;13
Salz;NN;13
Sankt;NE;13
Scholastika;NE;13
sechzehn;CARD;13
See;NN;13
seien;VAFIN;13
Signora;NE;13
Sinne;NN;13
Sonnabend;NN;13
springen;VVINF;13
Spur;NN;13
Spuren;NN;13
starrte;VVFIN;13
Stockwerk;NN;13
Straßen;NN;13
Stückchen;NN;13
Stündchen;NN;13
Suppe;NN;13
tippte;VVFIN;13
Titel;NN;13
tranken;VVFIN;13
ungeschickt;ADJD;13
vergessen;VVINF;13
Verlangen;NN;13
verlassen;VVPP;13
vorstellen;VVINF;13
Waldmeister;NN;13
Weil;KOUS;13
wenig;PIAT;13
willst;VMFIN;13
Zeitpunkt;NN;13
Zeughauspassage;NN;13
älter;ADJD;12
am;PTKA;12
angesichts;APPR;12
Anzeige;NN;12
Ausdruck;NN;12
behielt;VVFIN;12
Beifall;NN;12
bekannt;ADJD;12
bemerken;VVINF;12
beobachtete;VVFIN;12
bewahrte;VVFIN;12
Bildchen;NN;12
Bildhauer;NN;12
Bindfaden;NN;12
Buch;NN;12
Dach;NN;12
Dafür;PROAV;12
daran;PROAV;12
darüber;PROAV;12
darunter;PROAV;12
denen;PDS;12
Ding;NN;12
Donnerstag;NN;12
einander;PRF;12
Engel;NN;12
Entschluß;NN;12
erklären;VVINF;12
Ersatz;NN;12
Falltür;NN;12
Farbe;NN;12
fing;VVFIN;12
Flut;NN;12
Frankreich;NE;12
Friedhofes;NN;12
fünfzehn;CARD;12
Gattin;NN;12
geboten;VVPP;12
gegenüber;APPO;12
gehen;VVFIN;12
gemeinsam;ADJD;12
Gepäck;NN;12
gestand;VVFIN;12
Glaube;NN;12
Granit;NN;12
größer;ADJD;12
größeren;ADJA;12
Gruppe;NN;12
gutmütig;ADJD;12
Häuser;NN;12
heiter;ADJD;12
heran;PTKVZ;12
heutzutage;ADV;12
hinein;PTKVZ;12
Hinterkopf;NN;12
jemals;ADV;12
jenen;PDS;12
Johannes;NE;12
katholischen;ADJA;12
Kavallerie;NN;12
Klasse;NN;12
kleiner;ADJA;12
knappen;ADJA;12
Künstler;NN;12
lange;ADJA;12
leckte;VVFIN;12
lernte;VVFIN;12
letzter;ADJA;12
liebe;VVFIN;12
liegenden;ADJA;12
liegt;VVFIN;12
litt;VVFIN;12
Lücke;NN;12
Machandel;NN;12
Mantel;NN;12
Marmor;NN;12
Mole;NN;12
Moorkähne;NN;12
Nagel;NN;12
nahe;ADJD;12
nervös;ADJD;12
neununddreißig;CARD;12
öffnen;VVINF;12
Ohren;NN;12
Osten;NN;12
Ostsee;NE;12
polnisch;ADJD;12
Prinzen;NN;12
Pullover;NN;12
Qualm;NN;12
Rand;NN;12
Reich;NN;12
rückte;VVFIN;12
SA-Mann;NN;12
sammelte;VVFIN;12
schaffte;VVFIN;12
Schalterhalle;NN;12
Schiffe;NN;12
schlägt;VVFIN;12
schlugen;VVFIN;12
Schönheit;NN;12
schrien;VVFIN;12
Schritte;NN;12
Schugger;NN;12
Schule;NN;12
siebzehn;CARD;12
Sobald;KOUS;12
soeben;ADV;12
solchen;PIAT;12
Sommer;NN;12
sorgte;VVFIN;12
soviel;PIAT;12
Sozialdemokrat;NN;12
spielen;VVFIN;12
sprangen;VVFIN;12
Staub;NN;12
Stäuber;NE;12
stellt;VVFIN;12
Stenzel;NE;12
suchten;VVFIN;12
süß;ADJD;12
Tat;NN;12
Taufe;NN;12
teils;ADV;12
trocken;ADJD;12
Trommelei;NN;12
trommelnd;ADJD;12
Tuch;NN;12
überließ;VVFIN;12
übertrieben;ADJD;12
unentwegt;ADJD;12
Unglück;NN;12
verfiel;VVFIN;12
verkündete;VVFIN;12
Verteidigung;NN;12
Vormittag;NN;12
Währungsreform;NN;12
Wald;NN;12
warm;ADJD;12
Weckglas;NN;12
Weise;NN;12
Wellensittich;NN;12
werdenden;ADJA;12
wischte;VVFIN;12
Wissen;NN;12
Zeitung;NN;12
Zeitungspapier;NN;12
Zeugen;NN;12
zitterte;VVFIN;12
zogen;VVFIN;12
Zoppot;NE;12
zuckte;VVFIN;12
zugeben;VVINF;12
Absicht;NN;11
Alexander;NE;11
Alle;PIAT;11
Ameisen;NN;11
Anhänger;NN;11
Anzug;NN;11
Armee;NN;11
Ärzte;NN;11
auseinander;PTKVZ;11
Auslagen;NN;11
Bahn;NN;11
Bahndamm;NN;11
baute;VVFIN;11
Beispiel;NN;11
beobachten;VVINF;11
bewahren;VVINF;11
bisher;ADV;11
bißchen;PIAT;11
blies;VVFIN;11
bunten;ADJA;11
Columbus;NE;11
Dazu;PROAV;11
dessen;PDS;11
Dinge;NN;11
Dreijährigen;NN;11
dritte;ADJA;11
Durch;APPR;11
durften;VMFIN;11
Ehe;NN;11
Ehlers;NE;11
Eindruck;NN;11
eine;PIS;11
einfach;ADJD;11
Eltern;NN;11
eng;ADJD;11
Fahrt;NN;11
fein;ADJD;11
Flugzeuge;NN;11
folgend;ADJD;11
Freunde;NN;11
frischen;ADJA;11
führen;VVINF;11
fünfzig;CARD;11
gegenseitig;ADJD;11
gegessen;VVPP;11
Geschenk;NN;11
Gesellschaft;NN;11
gewaschen;VVPP;11
Gewehr;NN;11
Gips;NN;11
glatt;ADJD;11
glitt;VVFIN;11
Gnom;NN;11
größere;ADJA;11
gutes;ADJA;11
Hafen;NN;11
halben;ADJA;11
Haltung;NN;11
Hat;VAFIN;11
Hauptportal;NN;11
Hecken;NN;11
Heimwehr;NN;11
Herkunft;NN;11
hinein;ADV;11
hinunter;PTKVZ;11
hohen;ADJA;11
Horizont;NN;11
Hut;NN;11
innen;ADV;11
is;XY;11
Jahres;NN;11
Januar;NN;11
Jungen;NN;11
kalt;ADJD;11
Keine;PIAT;11
keiner;PIAT;11
kenne;VVFIN;11
Kerl;NN;11
Kirchen;NN;11
Kissen;NN;11
Kleinhammerweg;NN;11
knapp;ADV;11
Konzertagentur;NN;11
kräftig;ADJD;11
Krankheit;NN;11
Kunden;NN;11
lachen;VVINF;11
lachend;ADJD;11
Lager;NN;11
lassen;VVFIN;11
Lebzeiten;NN;11
leer;ADJD;11
Leiche;NN;11
Leid;NN;11
Leos;NE;11
lockte;VVFIN;11
Löffel;NN;11
machen;VVFIN;11
machend;ADJD;11
Madonna;NN;11
Männern;NN;11
Maschinenpistolen;NN;11
Mitglied;NN;11
mittels;APPR;11
Monate;NN;11
Monaten;NN;11
morgen;ADV;11
Nachbarn;NN;11
nackten;ADJA;11
Nein;PTKANT;11
November;NN;11
Obergefreiten;NN;11
oberhalb;APPR;11
Ohnmacht;NN;11
Oktober;NN;11
Oliva;NE;11
Oskarnello;NE;11
Päckchen;NN;11
Person;NN;11
Plan;NN;11
plötzlich;ADJD;11
Professor;NN;11
Quelle;NN;11
rauchte;VVFIN;11
reichen;VVINF;11
Rhein;NE;11
Rücksicht;NN;11
schoben;VVFIN;11
schrieb;VVFIN;11
setzten;VVFIN;11
sitzt;VVFIN;11
Skatkarten;NN;11
Sockel;NN;11
Sofa;NN;11
Soll;VMFIN;11
sorgfältig;ADJD;11
späten;ADJA;11
Später;ADJD;11
Spielzeughändler;NN;11
stiegen;VVFIN;11
Teppiche;NN;11
Tochter;NN;11
Tournee;NN;11
Türen;NN;11
Über;APPR;11
Umgang;NN;11
Unsinn;NN;11
Vaters;NN;11
Vergleich;NN;11
verließen;VVFIN;11
verschiedenen;ADJA;11
Versuch;NN;11
Versuchung;NN;11
Verwundeten;NN;11
vierzig;CARD;11
vollkommen;ADJD;11
vorne;ADV;11
wären;VAFIN;11
warfen;VVFIN;11
Warschau;NE;11
Weder;KON;11
welche;PWAT;11
welchem;PWAT;11
wenige;PIAT;11
Westen;NN;11
wirken;VVINF;11
Wolke;NN;11
Zeidlerschen;NN;11
zersang;VVFIN;11
ziemlich;ADV;11
Zustand;NN;11
zuviel;PIAT;11
Zwiebelkellers;NN;11
ABC;NE;10
Abstand;NN;10
Ähnlich;ADJD;10
ähnliche;ADJA;10
Aktentasche;NN;10
allem;PIS;10
älterer;ADJA;10
andererseits;ADV;10
Anfangs;ADV;10
angeblich;ADJD;10
Ansicht;NN;10
arbeitete;VVFIN;10
Asche;NN;10
aßen;VVFIN;10
Aussicht;NN;10
Bald;ADV;10
begleitete;VVFIN;10
bemerkt;VVPP;10
benutzte;VVFIN;10
beobachtet;VVPP;10
Berg;NN;10
berührte;VVFIN;10
Bescheid;NN;10
bestätigte;VVFIN;10
besten;ADJA;10
bester;ADJA;10
betrat;VVFIN;10
bitte;VVFIN;10
Blumen;NN;10
Bonbon;NN;10
boten;VVFIN;10
brannte;VVFIN;10
brannten;VVFIN;10
breiten;ADJA;10
Brentau;NE;10
Brösener;ADJA;10
Brustkorb;NN;10
Büfett;NN;10
Cabourg;NE;10
dagegen;PROAV;10
Danziger;ADJA;10
dem;PDS;10
dicken;ADJA;10
diesmal;ADV;10
drauf;PROAV;10
dreijährigen;ADJA;10
echter;ADJA;10
eigene;ADJA;10
Eigentlich;ADV;10
einem;PIS;10
entschlossen;VVPP;10
erblickte;VVFIN;10
Erfolge;NN;10
ernst;ADJD;10
erster;ADJA;10
essen;VVINF;10
Etwas;ADV;10
fällt;VVFIN;10
Falter;NN;10
Fast;ADV;10
Feierabend;NN;10
Fensterscheiben;NN;10
fernen;ADJA;10
fest;ADJD;10
Fortuna;NE;10
Fronttheater;NN;10
Frost;NN;10
Gebet;NN;10
gehalten;VVPP;10
geheiratet;VVPP;10
gen;APPR;10
Genie;NN;10
Geräusche;NN;10
Geschichten;NN;10
gesucht;VVPP;10
gewagt;VVPP;10
Gewiß;ADV;10
gezwungen;VVPP;10
Gläschen;NN;10
glatten;ADJA;10
gleichen;ADJA;10
Gründgens;NE;10
Haben;VAFIN;10
hält;VVFIN;10
Hamlet;NE;10
Handschuh;NN;10
hastig;ADJD;10
hinauf;ADV;10
Hochwürden;NE;10
Hohlweg;NN;10
Hölle;NN;10
hölzernen;ADJA;10
Hosen;NN;10
Husten;NN;10
immerhin;ADV;10
Inneren;NN;10
is;FM;10
jener;PDS;10
Kapitän;NN;10
Karfreitag;NN;10
Katholizismus;NN;10
Kellertreppe;NN;10
kennen;VVINF;10
Kinn;NN;10
Kleid;NN;10
Kleiderschrank;NN;10
Koffer;NN;10
Kokosfasern;NN;10
Kolonialwarengeschäft;NN;10
Korridors;NN;10
kurze;ADJA;10
Lächeln;NN;10
Lachen;NN;10
Lagerraum;NN;10
Langeweile;NN;10
langte;VVFIN;10
Läufer;NN;10
leere;ADJA;10
legten;VVFIN;10
lehnte;VVFIN;10
Leib;NN;10
leichte;ADJA;10
leid;ADJD;10
Leiter;NN;10
Lektüre;NN;10
liegen;VVFIN;10
Links;ADV;10
Löwenburg;NE;10
malte;VVFIN;10
Mannes;NN;10
Markt;NN;10
Maruhn;NE;10
Maße;NN;10
meisten;PIAT;10
meistens;ADV;10
Messe;NN;10
Mischke;NE;10
Möglichkeit;NN;10
Montag;NN;10
Möwe;NN;10
mühsam;ADJD;10
Mundharmonika;NN;10
mutmaßlicher;ADJA;10
nachdenklich;ADJD;10
Nachfolge;NN;10
nächste;ADJA;10
Nachthemd;NN;10
nackte;ADJA;10
ne;APPRART;10
nich;ADV;10
nichts;PIAT;10
offene;ADJA;10
ohnehin;ADV;10
Opfer;NN;10
Ostern;NN;10
Panzer;NN;10
Parteiabzeichen;NN;10
paßte;VVFIN;10
Pestalozzischule;NN;10
Pique;NE;10
Postkarten;NN;10
Proportionen;NN;10
pünktlich;ADJD;10
rasch;ADJD;10
Raskolnikoff;NE;10
Reihe;NN;10
restlichen;ADJA;10
retten;VVINF;10
Satz;NN;10
Scheibe;NN;10
Schicksal;NN;10
Schiff;NN;10
schlicht;ADJD;10
Schoß;NN;10
schräg;ADJD;10
Schrittchen;NN;10
schuldig;ADJD;10
Schwanz;NN;10
Sicherheit;NN;10
Sirene;NN;10
solange;ADV;10
solange;KOUS;10
soweit;ADV;10
Stapel;NN;10
stark;ADJD;10
Steine;NN;10
Stellen;NN;10
stießen;VVFIN;10
Stock;NN;10
streng;ADJD;10
the;NE;10
Toilette;NN;10
toten;ADJA;10
trägt;VVFIN;10
Trommelstock;NN;10
Trommelstöcken;NN;10
trommelt;VVFIN;10
Trotz;APPR;10
tut;VVFIN;10
überlegte;VVFIN;10
überraschte;VVFIN;10
übrig;PTKVZ;10
umständlich;ADJD;10
unermüdlich;ADJD;10
unterwegs;ADV;10
Verehrer;NN;10
verging;VVFIN;10
verhielt;VVFIN;10
verloren;VVFIN;10
verstanden;VVPP;10
versteckt;VVPP;10
Vogel;NN;10
vollen;ADJA;10
Waage;NN;10
wächst;VVFIN;10
wahren;ADJA;10
Wänden;NN;10
Wangen;NN;10
weißem;ADJA;10
Winter;NN;10
Wolle;NN;10
wortlos;ADJD;10
wußten;VVFIN;10
zeitweilig;ADJD;10
ziehen;VVINF;10
Zorn;NN;10
zufällig;ADJD;10
zweier;ADJA;10
abseits;APPR;9
achtzehn;CARD;9
ahnte;VVFIN;9
ältere;ADJA;9
anderes;ADJA;9
anhaltend;ADJD;9
Anlaß;NN;9
ansehen;VVINF;9
Anstalt;NN;9
antwortete;VVFIN;9
Ärmel;NN;9
atmete;VVFIN;9
Aufenthalt;NN;9
Aufgabe;NN;9
aufmerksam;ADJD;9
Aufnahmen;NN;9
Augenbrauen;NN;9
Aussehen;NN;9
außen;ADV;9
außerhalb;APPR;9
Badewanne;NN;9
Bäume;NN;9
Beamten;NN;9
Becken;NN;9
bedauerte;VVFIN;9
bedeuten;VVINF;9
begannen;VVFIN;9
begegnete;VVFIN;9
begreifen;VVINF;9
begriffen;VVPP;9
bei;PTKVZ;9
Beim;APPRART;9
Bengel;NN;9
Berlin;NE;9
beschloß;VVFIN;9
besonderen;ADJA;9
bestätigen;VVINF;9
betete;VVFIN;9
betrachtete;VVFIN;9
Beute;NN;9
bildete;VVFIN;9
Blatt;NN;9
Blechtrommler;NN;9
Brettchen;NN;9
bringt;VVFIN;9
Buchstaben;NN;9
dä;NE;9
dank;APPR;9
Decke;NN;9
deinen;PPOSAT;9
denke;VVFIN;9
dergestalt;ADJD;9
Desinfektionsmittel;NN;9
deswegen;PROAV;9
Dienstag;NN;9
Dingen;NN;9
dreißigsten;ADJA;9
Dunkelheit;NN;9
dürfen;VMFIN;9
Dutzend;NN;9
echten;ADJA;9
eilig;ADJD;9
Einhorn;NN;9
einigermaßen;ADV;9
Einsatz;NN;9
Eisenbahn;NN;9
eleganten;ADJA;9
erinnern;VVINF;9
ernsthaft;ADJD;9
erreichen;VVINF;9
erwarten;VVINF;9
erwartet;VVPP;9
fahren;VVINF;9
Fäuste;NN;9
Federn;NN;9
Finnen;NN;9
Fliege;NN;9
flüchtig;ADJD;9
Formella;NE;9
freien;ADJA;9
Freunden;NN;9
freundlich;ADJD;9
frühen;ADJA;9
fünfundvierzig;CARD;9
Furcht;NN;9
gäbe;VVFIN;9
Gästen;NN;9
geboren;VVPP;9
Gefühle;NN;9
geführt;VVPP;9
gelassen;VVPP;9
genug;PIS;9
Gerüst;NN;9
Geschäfte;NN;9
geschlagen;VVPP;9
geschrieben;VVPP;9
Gestalt;NN;9
gestern;ADV;9
getragen;VVPP;9
Gießkännchen;NN;9
goß;VVFIN;9
Grabsteine;NN;9
Grand;NN;9
Grün;NN;9
grüne;ADJA;9
halte;VVFIN;9
handelte;VVFIN;9
Handschuhe;NN;9
heiratete;VVFIN;9
herab;ADV;9
Himbeeren;NN;9
höher;ADJD;9
Hühnerleiter;NN;9
Hunde;NN;9
Idee;NN;9
Inhalt;NN;9
Jülicher;ADJA;9
Kabeltrommel;NN;9
Kauer;NE;9
Kellner;NN;9
Kindergarten;NN;9
Kindern;NN;9
klebte;VVFIN;9
Kleine;ADJA;9
kleiner;ADJD;9
knapp;ADJD;9
kniete;VVFIN;9
Knöchel;NN;9
Knöpfe;NN;9
kochte;VVFIN;9
Kolonialwarenhändler;NN;9
Krankenhaus;NN;9
lächeln;VVINF;9
Lackgürtel;NN;9
länger;ADJD;9
Langsam;ADJD;9
Laß;VVIMP;9
lasse;VVFIN;9
lassend;ADJD;9
leichtes;ADJA;9
Leidenschaft;NN;9
Marga;NE;9
Marienstraße;NE;9
Maus;NN;9
Max-Halbe-Platz;NE;9
Merkwürdigerweise;ADV;9
Minute;NN;9
mitnehmen;VVINF;9
Mittagessen;NN;9
mochten;VMFIN;9
Modlin;NE;9
Mokka;NN;9
mürrisch;ADJD;9
Muscheln;NN;9
Museum;NN;9
Mütter;NN;9
Mütze;NN;9
nahe;PTKVZ;9
nahen;ADJA;9
nahezu;ADV;9
Name;NN;9
nüchtern;ADJD;9
offen;ADJD;9
offen;PTKVZ;9
Paar;NN;9
Pfadfinder;NN;9
Pferdekopf;NN;9
politischen;ADJA;9
Postgebäude;NN;9
Rauch;NN;9
raus;ADV;9
recht;ADJD;9
Recht;NN;9
Religion;NN;9
riefen;VVFIN;9
Sagte;VVFIN;9
sammeln;VVINF;9
sangen;VVFIN;9
schienen;VVFIN;9
Schlagzeuger;NN;9
Schmerz;NN;9
Schmerzen;NN;9
Schmuck;NN;9
Schnauze;NN;9
schrecklich;ADJD;9
schreiend;ADJD;9
Schüler;NN;9
schwamm;VVFIN;9
Schwarz;ADJD;9
schwarzer;ADJA;9
Sein;PPOSAT;9
seltener;ADJD;9
setzen;VVINF;9
Sieben;CARD;9
sinken;VVINF;9
Sondermeldungen;NN;9
soviel;PIS;9
spielt;VVFIN;9
Sporthalle;NN;9
stehenden;ADJA;9
stelle;VVFIN;9
Stöckchen;NN;9
Streifen;NN;9
stürzte;VVFIN;9
tagtäglich;ADJD;9
Telegrafenstangen;NN;9
Topf;NN;9
tötete;VVFIN;9
Türdrücker;NN;9
ums;APPRART;9
unterhalb;APPR;9
verlegen;VVFIN;9
verrieten;VVFIN;9
versagte;VVFIN;9
vertreiben;VVINF;9
vor;ADV;9
Vorhang;NN;9
wachsen;VVINF;9
Waggon;NN;9
Weichsel;NE;9
weinten;VVFIN;9
welchen;PWAT;9
Weluhn;NE;9
wirkte;VVFIN;9
wisse;VVFIN;9
womit;PWAV;9
Yorick;NE;9
zieht;VVFIN;9
zusammen;ADV;9
zweiter;ADJA;9
‹;$(;8
›;$(;8
«;$,;8
abgab;VVFIN;8
Abschied;NN;8
abwechselnd;ADJD;8
Acker;NN;8
ahnen;VVINF;8
Alles;PIS;8
anderem;PIS;8
anfangen;VVINF;8
ängstlich;ADJD;8
ankam;VVFIN;8
ärgerte;VVFIN;8
Astgabel;NN;8
atmend;ADJD;8
aufgeben;VVINF;8
aufgenommen;VVPP;8
Aufmerksamkeit;NN;8
Auftrag;NN;8
Auftritt;NN;8
aufzugeben;VVIZU;8
aussah;VVFIN;8
Band;NN;8
befragt;VVPP;8
begegnen;VVINF;8
Begriff;NN;8
bekannten;ADJA;8
bekommen;VVPP;8
bereitete;VVFIN;8
Bericht;NN;8
berichtete;VVFIN;8
Besitz;NN;8
besorgte;VVFIN;8
bestimmt;VVPP;8
besuchten;VVFIN;8
bewies;VVFIN;8
bezahlte;VVFIN;8
Bismarck;NE;8
Blau;NN;8
Brieftasche;NN;8
Brüder;NN;8
Bündel;NN;8
Bürger;NN;8
dazwischen;PROAV;8
deinem;PPOSAT;8
diese;PDS;8
Distanz;NN;8
drücken;VVINF;8
dunkle;ADJA;8
echt;ADJD;8
Einfluß;NN;8
einigem;ADJA;8
Einmal;ADV;8
eintrat;VVFIN;8
einundzwanzig;CARD;8
Einzelheiten;NN;8
einzig;ADJD;8
einziges;ADJA;8
Eis;NN;8
Eisen;NN;8
Elisabeth;NE;8
endgültig;ADJD;8
entfernt;ADJD;8
Erwachsene;NN;8
Essen;NN;8
Faden;NN;8
fallen;VVFIN;8
fassen;VVINF;8
Fäusten;NN;8
fehlt;VVFIN;8
fett;ADJD;8
Fett;NN;8
Fingers;NN;8
Flöße;NN;8
frei;PTKVZ;8
Freitag;NN;8
frische;ADJA;8
führten;VVFIN;8
füllten;VVFIN;8
fünfundsiebenzig;CARD;8
Furunkel;NN;8
Gabel;NN;8
Gaul;NN;8
Gebäude;NN;8
gedachte;VVFIN;8
Gedanke;NN;8
gelangweilt;ADJD;8
Geldbriefträger;NN;8
gepflegten;ADJA;8
geschickt;VVPP;8
geschoben;VVPP;8
gesetzt;VVPP;8
getrommelt;VVPP;8
gewinnen;VVINF;8
gewonnen;VVPP;8
gezogen;VVPP;8
Glanz;NN;8
Gläser;NN;8
glauben;VVFIN;8
glaubten;VVFIN;8
gleichgültig;ADJD;8
gleichviel;PIAT;8
glich;VVFIN;8
Gold;NN;8
grau;ADJD;8
großes;ADJA;8
Großvaters;NN;8
Gudrun;NE;8
Hafenmole;NN;8
haltend;ADJD;8
Handteller;NN;8
häßlich;ADJD;8
Heimkehr;NN;8
Heimwehrleute;NN;8
heißen;ADJA;8
herum;APZR;8
heutigen;ADJA;8
hießen;VVFIN;8
Hochaltar;NN;8
hölzerne;ADJA;8
Hosenträger;NN;8
hustete;VVFIN;8
innerhalb;APPR;8
Jener;PDAT;8
Juli;NN;8
