Token;POS;n
Audrey;NE;7
beginnt;VVFIN;7
Berge;NN;7
Bergen;NN;7
beste;ADJA;7
besten;ADJD;7
blättert;VVFIN;7
brauche;VVFIN;7
brennende;ADJA;7
Brote;NN;7
Buchstaben;NN;7
Damir;NE;7
deinem;PPOSAT;7
desto;ADV;7
dran;PTKVZ;7
Dunkelheit;NN;7
eher;ADV;7
einfach;ADJD;7
eins;PIS;7
endlich;ADV;7
eng;ADJD;7
Erbsen;NN;7
Fähigkeit;NN;7
Fernsehen;NN;7
fielen;VVFIN;7
Fizo;NE;7
Flüsse;NN;7
frei;ADJD;7
Freiheit;NN;7
Freunde;NN;7
Frosch;NN;7
fünften;ADJA;7
fünfzig;CARD;7
gedacht;VVPP;7
Geheimnis;NN;7
geschrieben;VVPP;7
Gestern;ADV;7
gesungen;VVPP;7
gewonnen;VVPP;7
gingen;VVFIN;7
gleichzeitig;ADJD;7
Granate;NN;7
grinste;VVFIN;7
größte;ADJA;7
Grund;NN;7
Guten;ADJA;7
halb;ADJD;7
halben;ADJA;7
Halbzeit;NN;7
Hälfte;NN;7
halte;VVFIN;7
Hat;VAFIN;7
heftig;ADJD;7
heiß;ADJD;7
heiße;VVFIN;7
herum;PTKVZ;7
Herzen;NN;7
hielten;VVFIN;7
Hocke;NN;7
Hüfte;NN;7
Ihnen;PPER;7
Ihr;PPER;7
Ihr;PPOSAT;7
Jasnas;NE;7
Jungen;NN;7
kennen;VVINF;7
ket-ket;NE;7
Kilo;NN;7
klang;VVFIN;7
klein;ADJD;7
klopft;VVFIN;7
Knien;NN;7
Koch;NE;7
kommst;VVFIN;7
Kostina;NE;7
kratzt;VVFIN;7
kratzte;VVFIN;7
Kugeln;NN;7
Kühlschrank;NN;7
Laden;NN;7
länger;ADJD;7
lehnte;VVFIN;7
leider;ADV;7
lese;VVFIN;7
letzter;ADJA;7
Lichtschalter;NN;7
Magda;NE;7
Männern;NN;7
Marienkäfer;NN;7
Maul;NN;7
Mehos;NE;7
mindestens;ADV;7
mitgenommen;VVPP;7
Motorradfahrer;NN;7
Mützen;NN;7
nachts;ADV;7
näher;ADJD;7
namens;APPR;7
nämlich;ADV;7
neun;CARD;7
nickt;VVFIN;7
niemandem;PIS;7
niemanden;PIS;7
Oberfläche;NN;7
öffnet;VVFIN;7
Ort;NN;7
Partei;NN;7
passt;VVFIN;7
perfekt;ADJD;7
Pioniere;NN;7
Rand;NN;7
Raum;NN;7
Regal;NN;7
Reigen;NN;7
Reihe;NN;7
riechen;VVINF;7
Sagt;VVFIN;7
Scheiße;NN;7
Scherben;NN;7
Schiff;NN;7
schläft;VVFIN;7
schlage;VVFIN;7
schönste;ADJA;7
schreibe;VVFIN;7
schweren;ADJA;7
schwimmen;VVINF;7
Seads;NE;7
Sebastian;NE;7
seien;VAFIN;7
Seiten;NN;7
selten;ADJD;7
setze;VVFIN;7
setzen;VVFIN;7
solche;PIAT;7
sollen;VMFIN;7
Sorgen;NN;7
sprang;VVFIN;7
standen;VVFIN;7
steckte;VVFIN;7
stellt;VVFIN;7
Stirnband;NN;7
Stufen;NN;7
suchen;VVFIN;7
süß;ADJD;7
Teil;NN;7
Thema;NN;7
Trafik;NN;7
trinke;VVFIN;7
Türen;NN;7
Um;APPR;7
Um;KOUI;7
Ur-Opas;NE;7
vergessen;VVINF;7
verloren;VVPP;7
verschwindet;VVFIN;7
versuchte;VVFIN;7
vorsichtig;ADJD;7
Wann;PWAV;7
warme;ADJA;7
weder;KON;7
weniger;PIS;7
Winter;NN;7
wofür;PWAV;7
Wörter;NN;7
Wunde;NN;7
zählt;VVFIN;7
Zauberstab;NN;7
ziehe;VVFIN;7
Zopf;NN;7
Zuhause;NN;7
Zum;APPRART;7
Zunge;NN;7
Zylinderhut;NN;7
2002;CARD;6
ähnlich;ADJD;6
alleine;ADV;6
Alten;NN;6
Amelas;NE;6
anderes;ADJA;6
Angel;NN;6
angeln;VVFIN;6
Arsch;NN;6
Asija;NN;6
Atem;NN;6
Auspuff;NN;6
aussieht;VVFIN;6
begann;VVFIN;6
Beim;APPRART;6
Berg;NN;6
besonders;ADV;6
besorgt;ADJD;6
bessere;ADJA;6
Blume;NN;6
Bluse;NN;6
Bögen;NN;6
Bogoljubs;NE;6
Börek;NN;6
brechen;VVINF;6
circa;ADV;6
dagegen;PROAV;6
dahin;PROAV;6
Dank;NN;6
darunter;PROAV;6
denken;VVFIN;6
deren;PRELAT;6
dessen;PRELAT;6
Deutsch;NN;6
deutsche;ADJA;6
di;NE;6
dicken;ADJA;6
Diese;PDAT;6
Dingen;NN;6
Döbel;NN;6
drehen;VVINF;6
dunklen;ADJA;6
eine;PIS;6
Einer;PIS;6
einfache;ADJA;6
einziges;ADJA;6
erkenne;VVFIN;6
Esel;NN;6
etwa;ADV;6
eure;PPOSAT;6
falsch;ADJD;6
Familien;NN;6
Farben;NN;6
Fassade;NN;6
Februar;NN;6
Feuer;NN;6
finden;VVFIN;6
Flammen;NN;6
Fleisch;NN;6
fliegen;VVINF;6
Foß;NE;6
fragen;VVINF;6
Frieden;NN;6
ganzes;ADJA;6
Gavros;NE;6
gedrückt;VVPP;6
gefragt;VVPP;6
Gegen;APPR;6
gegessen;VVPP;6
Geräusch;NN;6
Geräusche;NN;6
gerne;ADV;6
geschlossen;VVPP;6
getrunken;VVPP;6
gib;VVIMP;6
goldenen;ADJA;6
Graben;NN;6
greift;VVFIN;6
Grube;NN;6
grün;ADJD;6
grüne;ADJA;6
hängt;VVFIN;6
häufig;ADJD;6
heisere;ADJA;6
Helden;NN;6
hellen;ADJA;6
Hemden;NN;6
hinauf;PTKVZ;6
hinterher;PTKVZ;6
Höhe;NN;6
holte;VVFIN;6
hörten;VVFIN;6
Hosentasche;NN;6
Huchen;NN;6
Idee;NN;6
Ideen;NN;6
Igman;NE;6
Ivo;NE;6
Jacke;NN;6
Je;ADV;6
jeden;PIS;6
Jeder;PIAT;6
jemandem;PIS;6
Jugend;NN;6
Kamenkos;NE;6
Kameraden;NN;6
Kann;VMFIN;6
kaufte;VVFIN;6
Kilometer;NN;6
Kirsche;NN;6
Kissen;NN;6
kleiner;ADJD;6
kocht;VVFIN;6
Koffer;NN;6
Kreide;NN;6
Kroatien;NE;6
küsste;VVFIN;6
lächelt;VVFIN;6
lachten;VVFIN;6
Lage;NN;6
Lastwagen;NN;6
laufen;VVFIN;6
leere;ADJA;6
leeren;ADJA;6
liebsten;ADJD;6
Lieder;NN;6
liege;VVFIN;6
liest;VVFIN;6
Liga;NN;6
mach;ADJD;6
Mannschaft;NN;6
Mauer;NN;6
meint;VVFIN;6
meisten;PIAT;6
Minen;NN;6
Mitternacht;NN;6
Monaten;NN;6
Müll;NN;6
murmelt;VVFIN;6
müsse;VMFIN;6
mussten;VMFIN;6
müssten;VMFIN;6
mustert;VVFIN;6
Nachbarinnen;NN;6
Nachdem;KOUS;6
Nachnamen;NN;6
nächste;ADJA;6
nahmen;VVFIN;6
Nikola;NE;6
Ochsen;NN;6
Ohne;APPR;6
Ohrfeige;NN;6
ordentlich;ADJD;6
packte;VVFIN;6
Paket;NN;6
Park;NN;6
Pavlović;NE;6
pfeift;VVFIN;6
Pfiff;NN;6
Pfosten;NN;6
Platte;NN;6
Porträt;NN;6
Pose;NN;6
Radiostimme;NN;6
raucht;VVFIN;6
reibt;VVFIN;6
reichte;VVFIN;6
Reißverschluss;NN;6
Rest;NN;6
restlichen;ADJA;6
richtigen;ADJA;6
Romanija;NN;6
Runde;NN;6
Rzav;NE;6
Sache;NN;6
Salz;NN;6
Samstag;NN;6
Sarg;NN;6
Sätze;NN;6
Schalter;NN;6
Scham;NN;6
Schlafzimmer;NN;6
schlief;VVFIN;6
Schlüssel;NN;6
schmeckt;VVFIN;6
Schokolade;NN;6
Schreie;NN;6
Schuhe;NN;6
Schwanz;NN;6
Schwester;NN;6
SIDA;NE;6
siehst;VVFIN;6
singen;VVINF;6
sowieso;ADV;6
Speicher;NN;6
Spiegel;NN;6
Sprache;NN;6
sprechen;VVINF;6
Stankovski;NE;6
stärker;ADJD;6
stellen;VVINF;6
Sterne;NN;6
Strähnen;NN;6
strich;VVFIN;6
Tages;NN;6
tanzt;VVFIN;6
Teller;NN;6
Tore;NN;6
trage;VVFIN;6
Trauer;NN;6
Trauriger;NN;6
Treffen;NN;6
trinken;VVINF;6
Trompeter;NN;6
Truppen;NN;6
Tüte;NN;6
Väter;NN;6
verließ;VVFIN;6
verlor;VVFIN;6
versprach;VVFIN;6
verstecken;VVINF;6
versuche;VVFIN;6
viele;PIS;6
Vogel;NN;6
vorstellen;VVINF;6
wachsen;VVINF;6
Während;KOUS;6
Wände;NN;6
weckt;VVFIN;6
weich;ADJD;6
weichen;ADJA;6
weinte;VVFIN;6
Weißt;VVFIN;6
welcher;PWAT;6
wem;PWS;6
wenig;PIS;6
weniger;ADV;6
Wiese;NN;6
winkt;VVFIN;6
Wird;VAFIN;6
wischte;VVFIN;6
Wochen;NN;6
woher;PWAV;6
wolle;VMFIN;6
Worte;NN;6
Wut;NN;6
Zaun;NN;6
Zeiten;NN;6
Zettel;NN;6
Zucker;NN;6
zuerst;ADV;6
zusammen;ADV;6
»;$,;5
1.;ADJA;5
Adern;NN;5
Alessandro;NE;5
allerdings;ADV;5
Also;ADV;5
alter;ADJA;5
Altstadt;NN;5
anderer;ADJA;5
Andrić;NE;5
antworte;VVFIN;5
antwortet;VVFIN;5
Anzug;NN;5
Apfel;NN;5
arbeiten;VVFIN;5
Artillerie;NN;5
aufstehen;VVINF;5
Becher;NN;5
befiehlt;VVFIN;5
beginnen;VVINF;5
begonnen;VVPP;5
bekommen;VVFIN;5
bekommen;VVPP;5
Besen;NN;5
besorgen;VVINF;5
Beton;NN;5
beugt;VVFIN;5
Bevor;KOUS;5
Bis;APPR;5
bittet;VVFIN;5
blätterte;VVFIN;5
blieben;VVFIN;5
breit;ADJD;5
breitet;VVFIN;5
brennen;VVINF;5
brennt;VVFIN;5
Brunnen;NN;5
Bücherregal;NN;5
Bundes;NN;5
Butter;NN;5
Dächer;NN;5
Decken;NN;5
Dein;PPOSAT;5
deiner;PPOSAT;5
Deutschen;NN;5
dicht;ADJD;5
Dieses;PDAT;5
Dilettanten;NN;5
direkt;ADJD;5
dran;PROAV;5
drücke;VVFIN;5
drückte;VVFIN;5
Edins;NE;5
Eh;ADV;5
Ehre;NN;5
einundneunzig;CARD;5
Elfmeter;NN;5
Eminas;NE;5
Enge;NN;5
entfernte;VVFIN;5
Ereignis;NN;5
Erinnerst;VVFIN;5
erkennen;VVINF;5
erklärt;VVFIN;5
erklärte;VVFIN;5
Erste;NN;5
fahren;VVINF;5
Fall;NN;5
Falten;NN;5
Fatimas;NE;5
fick;VVFIN;5
Fick;NE;5
Fingernägel;NN;5
Fischen;NN;5
Flasche;NN;5
Fliege;NN;5
fliegt;VVFIN;5
flog;VVFIN;5
Flüchtlinge;NN;5
Foul;NN;5
fragen;VVFIN;5
freiwillig;ADJD;5
Freude;NN;5
frisch;ADJD;5
führte;VVFIN;5
Ganz;ADV;5
geben;VVFIN;5
Gebirge;NN;5
geboren;VVPP;5
Geburtstag;NN;5
geflohen;VVPP;5
Gegenteil;NN;5
gegenüber;APPR;5
gehabt;VAPP;5
gemalt;VVPP;5
Gepäck;NN;5
gepackt;VVPP;5
geradeaus;ADV;5
gerettet;VVPP;5
gerichtet;VVPP;5
geschenkt;VVPP;5
geschickt;VVPP;5
getroffen;VVPP;5
gewinnen;VVINF;5
gewinnt;VVFIN;5
geworfen;VVPP;5
Gläser;NN;5
glaubt;VVFIN;5
Golf;NN;5
Granaten;NN;5
grau;ADJD;5
Griff;NN;5
Grillen;NN;5
größer;ADJD;5
grünen;ADJA;5
Grüße;NN;5
hallt;VVFIN;5
Halt;NN;5
Handflächen;NN;5
hättest;VAFIN;5
Häuschen;NN;5
Hausmeister;NN;5
heimlich;ADJD;5
hilft;VVFIN;5
hin;ADV;5
hing;VVFIN;5
Hitze;NN;5
hoch;PTKVZ;5
holen;VVINF;5
Hotels;NN;5
Huhn;NN;5
Hühner;NN;5
Hunde;NN;5
Ihm;PPER;5
ihres;PPOSAT;5
indem;KOUS;5
Irgendwann;ADV;5
irgendwo;ADV;5
Japaner;NN;5
Jasna;NE;5
Jeder;PIS;5
Jemand;PIS;5
Kajmak;NN;5
Kälte;NN;5
kaputt;ADJD;5
Karten;NN;5
Karton;NN;5
Kassette;NN;5
Kehle;NN;5
keinem;PIAT;5
kennen;VVFIN;5
Kleinen;NN;5
klopfte;VVFIN;5
knallte;VVFIN;5
Kneipen;NN;5
könne;VMFIN;5
kopfschüttelnd;ADJD;5
Kopftuch;NN;5
Kopfweh;NN;5
Kozica;NE;5
Krach;NN;5
Kühe;NN;5
Künstler;NN;5
Kurz;ADJD;5
langes;ADJA;5
laut;APPR;5
Lautstärke;NN;5
Lebens;NN;5
leckt;VVFIN;5
ledernen;ADJA;5
lerne;VVFIN;5
liegen;VVINF;5
Löcher;NN;5
lud;VVFIN;5
Lust;NN;5
Magen;NN;5
Magie;NN;5
Manchmal;ADV;5
meinen;VVFIN;5
merkwürdigen;ADJA;5
Messing;NN;5
Metall;NN;5
Mileva;NE;5
Milicas;NN;5
Minute;NN;5
Monat;NN;5
Monika;NE;5
Montage;NN;5
Motor;NN;5
müden;ADJA;5
Mundwinkel;NN;5
murmelte;VVFIN;5
Nachrichten;NN;5
Nena;NN;5
Nenas;NE;5
nenne;VVFIN;5
nieder;PTKVZ;5
noch;KON;5
Oma;NE;5
Opa;NE;5
Österreich;NE;5
packt;VVFIN;5
Paprika;NN;5
peinlich;ADJD;5
Petar;NE;5
Präsidenten;NN;5
Problem;NN;5
Probleme;NN;5
Rauch;NN;5
räumte;VVFIN;5
raus;PTKVZ;5
Reifen;NN;5
rieb;VVFIN;5
riefen;VVFIN;5
Rinde;NN;5
Rooster;NE;5
rot;ADJD;5
roter;ADJA;5
Rothaarige;NN;5
Rückkehr;NN;5
Rufe;NN;5
ruhig;ADJD;5
runter;PTKVZ;5
Rute;NN;5
Rzav;NN;5
Sachen;NN;5
Safirović;NE;5
sammelt;VVFIN;5
sammelte;VVFIN;5
sang;VVFIN;5
schafft;VVFIN;5
Schiedsrichter;NN;5
schief;ADJD;5
Schinken;NN;5
Schlacht;NN;5
Schlachten;NN;5
Schmerz;NN;5
Schneiderin;NN;5
Schnell;ADJD;5
schnellen;ADJA;5
Schon;ADV;5
schreiben;VVINF;5
Schüler;NN;5
schwarz;ADJD;5
schwarze;ADJA;5
schweigen;VVFIN;5
sechzehn;CARD;5
Sein;PPOSAT;5
seit;KOUS;5
Sekunde;NN;5
Serbe;NN;5
SIE;PPER;5
Sieg;NN;5
Sofort;ADV;5
Sogar;ADV;5
Soldatin;NN;5
Sonnenbrille;NN;5
Spiele;NN;5
sprachen;VVFIN;5
spreche;VVFIN;5
starrte;VVFIN;5
steige;VVFIN;5
steigen;VVFIN;5
Stela;NE;5
Stellungen;NN;5
Stift;NN;5
still;PTKVZ;5
Stoff;NN;5
stößt;VVFIN;5
Strafraum;NN;5
Strecke;NN;5
streichelt;VVFIN;5
streicht;VVFIN;5
Streit;NN;5
Strömung;NN;5
stürmte;VVFIN;5
Tankstelle;NN;5
Taschenmesser;NN;5
taub;ADJD;5
Tauben;NN;5
Telefon;NN;5
Teppich;NN;5
Tiefe;NN;5
toten;ADJA;5
trafen;VVFIN;5
Trafikanten;NN;5
trete;VVFIN;5
Tropfen;NN;5
über;PTKVZ;5
übers;APPRART;5
übersetzen;VVINF;5
übrig;ADJD;5
umarmte;VVFIN;5
Umarmung;NN;5
UND;KON;5
unglaublich;ADJD;5
unterwegs;ADV;5
Ustaschas;NN;5
Vase;NN;5
verabschiedete;VVFIN;5
verkaufen;VVINF;5
verlieren;VVINF;5
versucht;VVPP;5
Verteidiger;NN;5
Vilina;NE;5
Vlas;NE;5
Vom;APPRART;5
Wade;NN;5
Waffenruhe;NN;5
wahrscheinlich;ADJD;5
Walross’;NE;5
warmes;ADJA;5
warten;VVFIN;5
warten;VVINF;5
wartet;VVFIN;5
wartete;VVFIN;5
weinen;VVINF;5
weißt;VVFIN;5
Westen;NN;5
wichtig;ADJD;5
Wichtiges;NN;5
wieder;PTKVZ;5
wischt;VVFIN;5
wissen;VVFIN;5
Witz;NN;5
Wohin;PWAV;5
wohl;ADV;5
wohnt;VVFIN;5
Wohnungen;NN;5
wollt;VMFIN;5
wünsche;VVFIN;5
wussten;VVFIN;5
zähle;VVFIN;5
Zahlen;NN;5
zählen;VVFIN;5
Zahn;NN;5
Zauberhut;NN;5
Zehenspitzen;NN;5
Zentimeter;NN;5
ziehen;VVFIN;5
ziemlich;ADV;5
Zigaretten;NN;5
Zoffs;NE;5
Zöpfen;NN;5
(;$(;4
);$(;4
«;NE;4
«;PTKVZ;4
»;CARD;4
»;KON;4
»;NN;4
11.;ADJA;4
1989;CARD;4
6.;ADJA;4
absetzen;VVINF;4
Abstoß;NN;4
abwechselnd;ADJD;4
Album;NN;4
aller;PIAT;4
Alter;NN;4
älter;ADJD;4
anderes;PIS;4
angekommen;VVPP;4
angelt;VVFIN;4
angerufen;VVPP;4
angesehen;VVPP;4
Anrufbeantworter;NN;4
Antworten;NN;4
anzünden;VVINF;4
arabischen;ADJA;4
Armen;NN;4
Arzt;NN;4
Asijas;NN;4
aßen;VVFIN;4
aufgegeben;VVPP;4
aufgemacht;VVPP;4
aufgeschrieben;VVPP;4
Aufsatz;NN;4
Aufsetzer;NN;4
Augenbraue;NN;4
Aus-Linien;NN;4
aushält;VVFIN;4
aussehen;VVINF;4
Autobahn;NN;4
Balvan;NE;4
Barrikaden;NN;4
bat;VVFIN;4
Bauern;NN;4
baumelte;VVFIN;4
bei;PTKVZ;4
bekamen;VVFIN;4
Bekannten;NN;4
bekommt;VVFIN;4
Berliner;ADJA;4
besaß;VVFIN;4
besuchte;VVFIN;4
betrogen;VVPP;4
bewegt;VVFIN;4
bezahlt;VVPP;4
Bikavac;NE;4
biss;VVFIN;4
Bist;VAFIN;4
bitte;PTKANT;4
bitte;VVFIN;4
blaue;ADJA;4
blutet;VVFIN;4
Boccia;NN;4
brachte;VVFIN;4
brauchen;VVFIN;4
brauchst;VVFIN;4
brauchte;VVFIN;4
Braut;NN;4
breche;VVFIN;4
breitbeinig;ADJD;4
bringen;VVFIN;4
bringen;VVINF;4
brüllte;VVFIN;4
bunte;ADJA;4
Csárdás;NN;4
Dampfwalze;NN;4
Danijela;NE;4
Danilos;NE;4
darfst;VMFIN;4
dazwischen;PROAV;4
Dem;ART;4
den;PDS;4
dermaßen;ADV;4
deutet;VVFIN;4
dicke;ADJA;4
Dienstag;NN;4
dreimal;ADV;4
drücken;VVFIN;4
Durch;APPR;4
dürfen;VMINF;4
Düsseldorf;NE;4
e;FM;4
eben;ADV;4
ebenfalls;ADV;4
ehemals;ADV;4
eingefallen;VVPP;4
Einheit;NN;4
einiges;PIS;4
einziger;ADJA;4
Eisen;NN;4
elf;CARD;4
endet;VVFIN;4
engen;ADJA;4
entscheiden;VVINF;4
erfahren;VVINF;4
Erlebnis;NN;4
Erster;NN;4
erzähle;VVFIN;4
Etwas;ADV;4
Fahrt;NN;4
Falke;NN;4
fangen;VVINF;4
Fantasie;NN;4
Fast;ADV;4
Fäusten;NN;4
Ferne;NN;4
Fersen;NN;4
festhalten;VVINF;4
Film;NN;4
Flecken;NN;4
fletscht;VVFIN;4
Flucht;NN;4
fluchte;VVFIN;4
flüstere;VVFIN;4
folgte;VVFIN;4
freundlich;ADJD;4
Friedhof;NN;4
frisst;VVFIN;4
Front;NN;4
Frösche;NN;4
fuhren;VVFIN;4
führen;VVINF;4
Fünf;CARD;4
fünfundvierzig;CARD;4
fünfzackigen;ADJA;4
fünfzehn;CARD;4
füttert;VVFIN;4
gäbe;VVFIN;4
gaben;VVFIN;4
Galerie;NN;4
Gänsehaut;NN;4
ganzer;ADJA;4
Gast;NN;4
gebratene;ADJA;4
gebrauchen;VVINF;4
geehrte;ADJA;4
gefährlich;ADJD;4
gefiel;VVFIN;4
geflüstert;VVPP;4
Gegend;NN;4
gegenseitig;ADJD;4
geheißen;VVPP;4
Gehen;NN;4
gehörte;VVFIN;4
gehst;VVFIN;4
gelebt;VVPP;4
gelesen;VVPP;4
gelobt;VVPP;4
gemein;ADJD;4
Genau;ADJD;4
Genießer;NN;4
genug;PIAT;4
geschlafen;VVPP;4
Geschwindigkeit;NN;4
gestellt;VVPP;4
Gesten;NN;4
getan;VVPP;4
getrieben;VVPP;4
gewann;VVFIN;4
gewusst;VVPP;4
Gibt;VVFIN;4
gießt;VVFIN;4
glatt;ADJD;4
Gold;NN;4
Grabstein;NN;4
graue;ADJA;4
großes;ADJA;4
grund;NN;4
gutes;ADJA;4
Guys;NE;4
Haare;NN;4
Hab;KOUS;4
Habe;VAFIN;4
Habt;VAFIN;4
halt;ADV;4
Halunke;NN;4
Handfläche;NN;4
Handtuch;NN;4
Hass;NN;4
Hätte;VAFIN;4
haut;VVFIN;4
Heimat;NN;4
heißen;VVINF;4
Hemdtasche;NN;4
Herbst;NN;4
Herd;NN;4
herunter;PTKVZ;4
herzlich;ADJD;4
Herzschlag;NN;4
hieß;VVFIN;4
hinterher;ADV;4
höchstens;ADV;4
Hochwasser;NN;4
hoffe;VVFIN;4
hole;VVFIN;4
hörst;VVFIN;4
Hufe;NN;4
Idiot;NN;4
Inkompetenz;NN;4
Innenklo;NN;4
Isabella;NE;4
isst;VVFIN;4
ja;PTKANT;4
Jahres;NN;4
Jeans;NN;4
jedenfalls;ADV;4
Jubel;NN;4
Jugoslawen;NN;4
Jugoslawiens;NE;4
Kaffeesatz;NN;4
Kampf;NN;4
kaputte;ADJA;4
Karl;NE;4
Karotten;NN;4
Kastanien;NN;4
Katz;NE;4
Kaufhaus;NN;4
Kellner;NN;4
Kennst;VVFIN;4
Kern;NN;4
klatschte;VVFIN;4
Klavier;NN;4
Kleidung;NN;4
kleines;ADJA;4
klettere;VVFIN;4
klingelte;VVFIN;4
knapp;ADJD;4
Kodro;NN;4
komm;VVFIN;4
Kopfball;NN;4
Krawatte;NN;4
Kreis;NN;4
Kreise;NN;4
kriegst;VVFIN;4
Kuchen;NN;4
Küken;NN;4
Kürbis;NN;4
kurzen;ADJA;4
küssen;VVINF;4
lache;VVFIN;4
lächelte;VVFIN;4
lachen;VVINF;4
langem;ADJA;4
langsamer;ADJD;4
lasst;VVFIN;4
Lauf;NN;4
laufen;VVINF;4
leben;VVFIN;4
lebte;VVFIN;4
Leder;NN;4
legen;VVFIN;4
lehnen;VVFIN;4
lehnt;VVFIN;4
Leichen;NN;4
leiser;ADJD;4
Lena;NE;4
lesen;VVINF;4
Letzte;NN;4
Leuten;NN;4
Lexikon;NN;4
lieben;VVINF;4
liebt;VVFIN;4
liebte;VVFIN;4
Liedern;NN;4
liefen;VVFIN;4
linken;ADJA;4
Lippenstift;NN;4
Löffel;NN;4
löst;VVFIN;4
Mach;ITJ;4
malen;VVINF;4
Mannes;NN;4
Marica;NE;4
Marijas;NE;4
Mathe;NN;4
Matsch;NN;4
Medaille;NN;4
Megdan;NN;4
Mehl;NN;4
meistens;ADV;4
Metern;NN;4
Milomir;NE;4
Mist;NN;4
mitmachen;VVINF;4
mitsamt;APPR;4
Monate;NN;4
Motorhaube;NN;4
Mut;NN;4
Nachbarschaft;NN;4
Nachspielzeit;NN;4
Nächte;NN;4
Nägel;NN;4
Nägeln;NN;4
Natašas;NE;4
Neben;APPR;4
nebeneinander;ADV;4
Nešo;NE;4
Netz;NN;4
neulich;ADV;4
Ob;KOUS;4
Öl;NN;4
Omas;NN;4
Packung;NN;4
Pass;NN;4
passieren;VVINF;4
Pešićs;NN;4
Pfeifen;NN;4
Pflaumenmarmelade;NN;4
Pita;NE;4
Pläne;NN;4
poliert;VVFIN;4
Polierte;NN;4
presste;VVFIN;4
Punkt;NN;4
quer;ADV;4
Radio;NN;4
Raus;ADV;4
Rauschen;NN;4
rechte;ADJA;4
rede;VVFIN;4
redeten;VVFIN;4
rein;ADJD;4
rein;PTKVZ;4
rennt;VVFIN;4
Restaurant;NN;4
riesige;ADJA;4
Rippchen;NN;4
Rücksitz;NN;4
Ruhr;NE;4
sag;VVFIN;4
satt;ADJD;4
Schafe;NN;4
schaffen;VVINF;4
schaltet;VVFIN;4
schäme;VVFIN;4
Schatten;NN;4
scheiße;VVFIN;4
schenkte;VVFIN;4
Schicksal;NN;4
schießen;VVFIN;4
schießen;VVINF;4
Schlächter;NN;4
Schlafzimmern;NN;4
schlagen;VVFIN;4
schlagen;VVINF;4
Schlange;NN;4
schließe;VVFIN;4
schlimmste;ADJA;4
Schluck;NN;4
schmecken;VVINF;4
schneiden;VVINF;4
schnellste;ADJA;4
Schön;NN;4
schöner;ADJA;4
schönes;ADJA;4
schreien;VVINF;4
Schrott;NN;4
Schüssel;NN;4
Schüssen;NN;4
Schützengraben;NN;4
Schwamm;NN;4
schweigen;VVINF;4
schweigt;VVFIN;4
schwieg;VVFIN;4
schwierig;ADJD;4
Sefer;NE;4
seid;VAFIN;4
Seife;NN;4
senkte;VVFIN;4
seufzt;VVFIN;4
siebzig;CARD;4
Sind;VAFIN;4
sobald;KOUS;4
soff;VVFIN;4
Sohle;NN;4
sollten;VMFIN;4
solltest;VMFIN;4
Sorge;NN;4
sorglos;ADJD;4
Spanferkel;NN;4
spätestens;ADV;4
Spatz;NN;4
Speck;NN;4
Sperrholzplattentische;NN;4
springen;VVINF;4
Sprung;NN;4
Stall;NN;4
stapeln;VVFIN;4
Stationsvorsteher;NN;4
stecken;VVFIN;4
stellen;VVFIN;4
Sternen;NN;4
Stiefeln;NN;4
stießen;VVFIN;4
still;ADJD;4
Streifen;NN;4
streifte;VVFIN;4
Sturm;NN;4
summenden;ADJA;4
Süße;NN;4
Synagoge;NN;4
Tante;NE;4
tanzte;VVFIN;4
tat;VVFIN;4
tiefe;ADJA;4
tiefer;ADJD;4
tippte;VVFIN;4
Tische;NN;4
Tischplatte;NN;4
Tomaten;NN;4
Topf;NN;4
Trafikant;NN;4
traten;VVFIN;4
traurig;ADJD;4
Traurigen;NN;4
treffen;VVINF;4
Trichter;NN;4
trotz;APPR;4
Trotz;APPR;4
tun;VVFIN;4
Türrahmen;NN;4
Überall;ADV;4
übergab;VVFIN;4
umarmt;VVFIN;4
umgefallen;VVPP;4
unfertigen;ADJA;4
Uniform;NN;4
Unkraut;NN;4
unsichtbaren;ADJA;4
Urlaub;NN;4
Vegetarier;NN;4
Verbrecher;NN;4
vergisst;VVFIN;4
verlässt;VVFIN;4
verschränkt;VVPP;4
versprechen;VVINF;4
verspricht;VVFIN;4
versteckt;VVFIN;4
verstehe;VVFIN;4
Viele;PIAT;4
vielen;PIAT;4
Vier;CARD;4
vierzig;CARD;4
Višegrader;NN;4
Vladimir;NE;4
Volk;NN;4
wachsen;VVFIN;4
wächst;VVFIN;4
wachte;VVFIN;4
Waldrand;NN;4
warteten;VVFIN;4
waschen;VVINF;4
wäscht;VVFIN;4
Wasseroberfläche;NN;4
Weißbrot;NN;4
weißes;ADJA;4
weitere;ADJA;4
welche;PWAT;4
Weltrekord;NN;4
wendet;VVFIN;4
weniger;PIAT;4
werfe;VVFIN;4
werfen;VVFIN;4
Weste;NN;4
wetten;VVFIN;4
wie;KON;4
wiederholen;VVINF;4
Wiesen;NN;4
Willst;VMFIN;4
winzigen;ADJA;4
wog;VVFIN;4
Woher;PWAV;4
wohnen;VVFIN;4
wollen;VMINF;4
worauf;PWAV;4
worüber;PWAV;4
Wucht;NN;4
wühlt;VVFIN;4
würdest;VAFIN;4
Wurzeln;NN;4
zählen;VVINF;4
Zauberer;NN;4
Zement;NN;4
zerrte;VVFIN;4
ziehen;VVINF;4
